#Home Points, Away Points, Home Goals Shooten, Home Goals Got, Away Goals Shooten, Away Goals Got, Result(0 ^= draw, 1 ^= homeWin, 2 ^= awayWin), QuoteHome Bwin, QuoteDraw Bwin, QuoteAway Bwin 
68,67,52,28,77,36,2
37,51,41,45,62,47,3
41,48,47,50,51,46,1
58,43,44,29,35,36,1
33,32,31,53,45,69,3
6,7,5,5,5,4,1
7,6,5,3,7,6,1
3,6,4,5,8,8,3
3,4,4,12,6,6,3
5,8,4,5,7,1,3
7,3,4,3,2,3,1
6,6,7,10,5,3,3
1,4,3,6,5,6,1
7,8,5,4,5,1,3
7,4,5,5,5,13,3
6,4,8,8,5,7,1
4,8,6,8,6,5,1
7,4,6,4,5,6,3
9,6,6,2,5,6,3
7,9,9,9,6,5,1
3,10,2,5,7,4,1
9,7,8,2,8,11,3
5,10,7,7,6,3,1
7,9,6,7,10,9,2
10,10,7,5,10,4,1
4,10,6,9,12,9,2
5,10,7,8,7,6,2
5,8,7,15,8,6,3
9,6,6,8,3,5,1
8,8,10,13,10,8,1
8,8,7,8,7,7,2
10,7,7,3,9,9,3
11,4,10,9,6,15,3
12,8,13,10,9,11,2
8,7,10,10,7,10,1
10,12,12,8,9,9,1
13,6,9,7,8,16,1
13,13,18,9,11,7,1
6,11,4,8,13,13,3
9,11,9,7,8,4,3
8,5,10,11,8,10,2
7,16,7,11,21,10,2
13,10,12,10,11,9,1
5,7,7,16,5,9,2
11,13,11,12,14,9,1
8,6,10,11,9,18,3
12,8,10,11,11,13,2
12,12,10,6,11,10,3
11,12,11,10,14,12,1
12,16,14,14,11,8,1
7,5,9,18,7,17,2
12,15,15,17,17,14,2
13,14,12,11,16,11,3
13,13,14,11,11,7,1
11,7,13,13,8,17,3
19,14,27,11,13,12,3
10,9,6,9,10,11,1
10,12,11,11,10,13,1
16,16,11,11,14,10,3
14,12,13,12,17,21,3
8,13,9,18,7,9,2
13,20,12,9,28,12,2
18,9,21,16,10,12,1
17,7,16,12,9,20,2
15,16,17,12,16,12,3
8,12,9,17,14,14,2
15,13,14,13,12,11,2
12,17,10,14,13,13,2
23,15,30,13,13,12,2
16,16,13,11,19,14,2
9,12,10,14,10,16,3
17,8,18,14,10,20,3
15,17,17,15,16,13,2
20,8,15,13,10,20,1
16,15,9,10,14,14,3
13,13,17,21,13,11,3
10,21,10,20,23,16,2
9,16,13,23,13,14,1
14,23,18,22,31,16,3
20,24,19,15,25,17,1
16,23,14,14,19,13,2
18,18,16,13,21,17,2
8,10,10,24,11,15,3
14,15,14,12,19,18,1
19,17,22,14,9,10,3
13,10,11,17,11,22,2
26,12,23,15,17,26,1
16,18,16,18,17,15,3
11,23,11,15,21,16,2
13,9,12,22,10,24,1
21,15,23,18,20,24,1
24,20,33,18,22,14,1
18,17,9,10,17,14,3
15,16,21,21,16,18,1
24,13,26,19,11,18,1
9,27,10,25,27,19,3
26,13,23,17,11,19,3
20,18,22,17,24,22,3
12,11,18,28,12,17,1
16,16,17,21,13,22,2
19,19,18,16,10,11,1
27,24,36,18,25,19,1
15,17,21,26,17,19,2
18,29,18,15,25,16,3
19,24,24,22,26,22,1
27,16,24,18,17,22,1
20,30,20,21,39,19,2
11,19,13,19,18,15,3
19,21,14,22,22,17,3
14,10,12,20,10,25,3
28,15,27,19,20,29,1
30,22,25,16,19,16,1
19,15,10,12,23,29,2
15,15,20,30,13,21,1
18,12,25,30,13,19,3
22,33,23,18,28,17,2
16,31,18,24,28,19,3
24,20,27,24,22,27,1
11,30,11,26,26,19,2
20,20,18,15,15,23,1
22,22,20,19,26,23,2
33,19,45,21,11,14,1
22,33,21,21,30,19,1
22,13,23,19,16,22,3
18,11,22,30,11,30,2
17,15,18,24,13,23,1
20,36,22,28,29,17,2
27,19,28,24,12,16,1
23,32,21,16,28,19,1
19,25,28,33,28,24,2
36,20,47,22,16,26,1
33,18,32,22,22,31,3
15,26,14,26,25,17,3
32,23,29,23,24,20,1
19,20,13,18,23,31,3
14,20,17,23,21,25,3
20,30,16,29,30,25,1
28,39,31,26,50,22,2
14,25,12,30,24,23,1
39,19,32,18,30,36,1
27,34,25,17,32,22,1
19,23,31,38,21,29,2
23,16,26,23,14,26,2
21,19,22,26,22,31,3
21,17,25,33,13,30,3
30,15,30,30,18,24,1
20,28,15,20,31,28,1
25,35,24,24,32,25,2
42,42,52,22,34,19,2
26,23,25,30,18,22,3
15,25,19,26,24,25,1
28,22,33,31,25,33,3
18,22,13,30,22,26,1
19,19,16,26,32,42,3
45,33,36,19,32,31,1
38,42,33,25,52,24,1
34,23,32,25,26,25,1
20,30,22,31,28,17,2
23,41,27,35,37,26,2
20,37,32,42,33,25,1
25,20,24,28,16,26,1
33,21,32,33,17,31,2
29,27,35,33,27,32,2
42,18,53,28,22,26,2
24,48,20,24,38,19,3
23,20,26,26,22,33,2
33,22,30,17,23,30,1
44,33,41,26,33,35,3
37,25,33,26,22,26,1
23,23,25,34,33,42,3
22,23,23,31,27,29,1
21,23,24,26,27,39,1
30,28,28,32,25,28,1
24,36,19,32,31,17,1
20,42,16,27,53,30,3
49,29,40,21,35,34,2
49,24,40,22,27,27,2
23,36,28,31,32,19,1
23,33,28,42,32,34,1
34,40,33,35,35,27,2
32,45,36,34,41,26,1
43,24,55,32,27,36,1
25,21,23,28,18,29,1
24,27,35,44,21,33,1
28,25,27,32,25,32,2
36,26,34,22,30,42,3
24,28,27,39,29,35,1
28,27,28,34,37,45,2
33,49,32,36,40,24,3
27,26,22,35,31,33,1
21,34,18,30,35,38,1
45,28,42,29,24,28,3
43,46,38,29,58,32,3
27,35,29,27,39,35,3
34,28,36,41,28,36,2
30,26,39,45,31,34,1
28,37,29,37,36,24,3
27,44,32,44,39,30,1
34,28,33,37,29,27,3
50,46,41,25,42,29,1
29,27,24,28,29,39,1
36,24,39,35,21,31,1
47,30,59,33,23,35,1
26,29,31,36,29,37,1
44,53,39,31,42,25,1
31,50,29,36,61,33,3
30,39,23,37,40,35,2
24,30,21,32,33,44,3
38,34,36,24,36,42,1
46,33,42,30,41,45,1
27,35,30,42,33,37,1
29,32,29,27,27,29,1
33,29,42,48,29,38,2
31,32,34,45,29,36,2
32,49,30,27,45,31,2
35,47,33,39,41,31,2
34,29,37,44,32,36,3
53,25,42,27,22,33,1
32,30,27,30,24,40,1
42,30,43,36,32,42,2
51,41,61,33,38,25,1
25,32,22,35,32,31,2
30,31,33,37,35,48,2
33,35,36,43,38,45,2
35,35,32,37,30,32,1
30,56,26,43,44,27,2
41,33,38,26,43,52,1
52,35,49,33,34,41,1
50,42,43,32,44,40,1
32,54,33,39,62,33,2
57,33,64,33,43,53,1
34,33,39,50,37,46,2
38,32,41,46,33,41,2
42,44,45,42,39,26,1
59,38,47,27,35,39,1
55,53,51,34,45,33,1
35,30,32,35,35,41,2
35,30,33,31,26,46,3
35,25,35,43,22,36,1
36,62,40,46,49,27,1
33,38,44,56,41,47,2
53,36,45,35,35,33,2
35,34,34,41,39,53,1
31,38,28,48,36,43,2
25,58,22,37,53,34,2
44,35,39,28,34,38,3
33,60,38,43,67,34,1
38,45,35,41,47,42,1
41,41,38,44,37,42,1
34,33,39,55,44,60,1
39,39,37,34,42,47,2
25,53,22,38,46,37,3
62,45,50,29,40,29,1
61,31,54,34,29,50,1
36,38,35,39,36,41,2
41,60,45,47,69,37,2
45,36,48,44,41,45,2
33,36,44,64,35,41,3
39,44,43,46,40,44,1
42,64,45,47,56,34,2
41,54,37,44,47,38,2
41,65,38,41,51,29,1
41,45,46,51,49,46,2
31,26,29,52,23,39,1
45,39,40,30,37,37,2
63,37,73,38,43,55,2
57,34,50,38,32,52,1
40,41,45,56,48,54,2
42,34,39,37,46,66,1
44,45,41,47,40,32,2
48,44,52,48,40,41,1
26,42,23,42,47,50,2
65,42,51,31,46,47,1
67,41,59,36,37,47,1
37,63,37,43,74,40,2
6,7,6,7,5,7,1
10,6,11,1,8,5,3
7,0,7,6,1,7,1
7,7,5,4,4,3,1
5,7,4,2,8,7,1
4,6,3,5,5,7,3
4,2,4,6,2,6,1
6,6,7,5,5,5,2
4,6,6,7,4,5,2
7,10,8,9,7,5,3
2,4,2,9,7,9,2
7,5,5,5,5,7,1
0,6,3,11,8,7,1
9,9,7,6,9,7,1
7,10,9,6,11,8,1
7,7,5,10,7,6,1
7,8,7,9,6,2,2
9,11,6,6,12,2,2
9,10,11,10,6,5,2
6,10,8,9,12,6,2
12,3,10,8,5,11,2
7,10,9,10,9,11,3
14,2,16,3,3,11,1
10,7,11,11,7,12,2
11,9,7,5,7,10,2
5,11,5,8,9,2,2
7,8,8,10,8,9,1
13,12,14,6,11,11,1
8,5,8,10,6,10,3
13,8,9,5,10,11,3
6,10,8,12,9,10,1
12,9,8,10,11,13,1
14,17,11,3,21,3,2
11,10,10,12,11,13,1
2,11,3,16,7,6,3
10,6,9,12,8,11,1
9,9,12,16,11,13,1
10,14,12,21,11,7,2
6,14,9,13,18,13,2
12,3,11,12,5,18,3
16,15,15,6,11,11,2
10,13,10,12,11,13,2
9,9,12,13,10,13,1
20,6,22,3,9,13,1
12,14,9,8,11,4,1
4,6,5,18,10,16,2
9,23,12,15,25,3,2
17,10,12,7,10,14,1
9,16,10,14,15,8,3
14,12,12,6,14,17,3
6,15,9,16,11,9,1
17,13,21,14,11,12,1
16,12,13,13,13,13,3
18,10,13,11,12,22,3
15,17,12,14,15,15,3
11,4,12,22,6,20,3
10,19,11,15,13,11,3
13,9,13,15,13,17,1
17,20,16,9,24,16,3
10,15,11,18,14,8,1
13,9,15,15,14,17,1
13,26,16,19,27,4,3
9,20,12,17,16,8,2
5,18,7,21,17,10,1
27,16,27,4,12,14,3
23,16,17,8,15,15,1
18,14,15,15,16,19,1
15,12,14,9,13,23,1
9,13,15,20,12,18,2
21,11,25,17,11,15,1
9,16,13,19,18,16,1
20,9,13,11,12,18,1
9,12,12,19,18,22,2
14,17,17,21,12,14,3
11,8,11,16,8,21,1
16,21,16,17,17,16,1
18,26,17,11,19,9,3
16,28,13,18,27,4,1
24,23,26,17,14,11,1
12,9,13,27,15,21,1
16,18,21,21,18,9,2
23,19,14,15,17,17,1
28,16,28,7,22,23,1
15,15,20,22,16,28,1
8,27,10,24,30,17,2
18,19,13,15,16,19,2
21,19,17,17,18,12,2
21,9,20,10,12,21,1
27,14,20,10,14,18,1
9,15,16,24,18,22,1
14,21,14,20,19,20,2
8,26,10,26,16,16,1
19,24,18,19,24,11,2
22,18,21,14,23,22,1
22,15,20,20,18,24,2
30,30,32,17,22,10,1
16,18,23,25,14,19,3
15,31,16,31,30,8,2
9,12,13,25,18,24,1
18,15,20,25,16,32,1
34,12,31,8,14,25,3
18,26,23,23,16,18,3
19,25,16,21,22,14,3
30,11,23,12,12,26,3
24,33,22,20,34,18,1
22,17,21,22,25,27,1
27,14,27,11,14,23,1
12,19,18,25,18,22,1
12,27,12,26,26,23,1
15,25,17,38,24,23,1
19,35,19,24,31,8,3
27,31,18,20,23,12,3
26,15,24,16,20,26,1
33,30,37,22,30,11,1
17,21,26,30,26,26,1
13,20,14,25,18,23,2
14,19,14,26,25,25,1
17,36,16,26,31,8,2
18,20,19,38,30,30,2
15,30,17,27,32,16,2
13,21,14,26,26,30,3
32,27,24,13,27,28,3
20,23,19,24,19,23,2
28,15,19,21,21,28,1
29,25,26,17,24,25,1
36,19,42,24,25,27,2
26,18,22,23,19,39,1
22,15,27,28,19,30,3
28,31,28,29,21,21,3
33,33,35,18,25,14,3
15,17,21,30,17,28,3
25,20,25,29,19,27,2
23,14,31,30,17,29,1
39,36,33,9,43,26,3
22,32,29,33,30,18,2
35,26,33,20,33,31,2
16,22,22,33,31,36,2
14,25,18,31,26,32,2
18,29,18,29,24,24,1
23,18,22,28,20,41,1
32,34,23,23,36,19,3
37,16,44,27,22,31,1
34,23,26,15,30,31,1
29,40,30,31,34,10,2
23,29,30,34,30,34,1
18,14,20,42,20,34,2
25,21,33,36,19,29,1
29,40,24,25,46,27,1
35,35,38,21,34,22,1
28,33,29,34,25,25,1
29,26,35,32,23,28,3
43,37,37,10,29,15,3
16,16,22,33,22,35,3
27,17,23,28,22,34,1
29,17,31,36,23,34,1
21,18,19,30,20,44,3
