#Home Points, Away Points, Home Goals Shooten, Home Goals Got, Away Goals Shooten, Away Goals Got, Result(0 ^= draw, 1 ^= homeWin, 2 ^= awayWin), QuoteHome Bwin, QuoteDraw Bwin, QuoteAway Bwin 
-1,3,1,3,2,0,5,6,2,1,1.65,3.6,4.6,1
6,9,2,-1,-3,-3,1,-3,-4,-3,1.3,4.8,8.0,1
-9,-12,-5,-4,-4,-3,-6,-4,-4,-3,3.45,3.35,1.95,2
1,2,0,-3,-3,-3,0,-3,-4,-3,1.75,3.4,4.2,3
-2,-6,1,1,3,0,0,1,2,0,2.3,3.25,2.8,2
5,8,5,5,3,0,6,6,4,1,1.4,4.1,6.9,3
7,6,5,2,2,2,4,1,1,2,1.7,3.5,4.4,1
-6,-5,-1,-1,1,0,0,0,1,0,2.0,3.35,3.3,1
0,1,0,-2,1,-2,1,0,2,-1,2.1,3.25,3.15,3
-10,-15,-9,-6,-6,-3,-12,-6,-6,-3,3.0,3.3,2.15,2
-8,-10,-5,-5,-2,1,-5,-5,-2,1,3.15,3.35,2.05,1
2,4,3,4,4,1,1,3,3,1,1.9,3.35,3.6,2
2,1,2,-1,-1,-1,3,1,0,-1,1.9,3.35,3.6,2
8,14,3,3,3,3,5,5,6,5,1.55,3.8,5.2,2
-3,-9,-4,-5,-2,-1,-7,-8,-4,-3,2.35,3.35,2.65,3
-7,-8,-3,0,0,-1,-2,1,0,-1,2.8,3.35,2.25,1
-5,-7,-1,1,3,0,1,2,3,-1,2.4,3.35,2.6,3
-4,-1,-2,-5,-2,-2,-2,-4,-2,-1,1.7,3.5,4.4,3
13,16,4,2,3,0,2,1,2,0,1.3,4.8,8.2,1
16,18,3,0,3,1,2,0,3,1,1.2,5.6,11.0,1
-2,-3,3,3,3,3,4,4,4,4,2.1,3.3,3.1,1
-12,-15,-5,-5,-2,0,-6,-5,-2,-1,3.2,3.3,2.05,3
7,5,-1,-1,-3,-3,-5,-4,-5,-5,1.4,4.25,6.6,1
7,9,9,6,3,0,10,7,4,0,1.8,3.4,4.0,1
-3,-5,0,-1,-1,-3,-3,-5,-6,-7,1.9,3.35,3.6,2
-2,-5,1,-1,-1,2,-1,-3,-2,1,2.5,3.35,2.5,3
-9,-11,-3,-3,-1,1,-3,-4,-2,1,2.6,3.35,2.4,3
0,-1,-1,-4,-1,-1,-2,-4,-2,-2,2.0,3.35,3.3,3
-6,-3,-6,-4,-2,-2,-6,-4,-3,-3,1.85,3.4,3.75,1
-10,-10,-3,-3,-4,-1,-4,-4,-6,-4,2.8,3.3,2.25,1
-16,-24,-7,-7,-4,-3,-12,-13,-10,-7,5.7,3.9,1.5,2
3,7,-1,-1,-1,0,1,1,-1,0,2.15,3.3,3.0,1
-4,-10,-1,-1,0,-1,-4,-4,-1,-3,2.5,3.35,2.5,3
-5,-2,0,0,-1,-2,2,2,1,-2,2.2,3.3,2.9,3
13,20,4,1,-2,-2,4,2,0,-3,1.3,4.9,7.8,1
1,-3,2,2,2,2,1,1,1,1,2.2,3.3,2.9,1
1,3,1,0,3,0,4,3,5,-1,1.9,3.35,3.6,1
2,-1,0,0,2,0,-1,-2,2,-2,1.65,3.7,4.4,1
-5,-8,-4,-3,-3,-3,-7,-6,-4,-6,1.9,3.35,3.6,1
1,1,-1,-2,-2,-3,-2,-3,-4,-6,1.75,3.4,4.25,3
9,13,2,2,3,0,4,2,5,0,1.5,3.8,5.8,1
-2,-3,-3,-3,-2,-2,-3,-3,-1,-1,2.1,3.3,3.1,1
9,13,1,-1,-2,-3,4,3,2,-2,1.25,5.5,8.2,1
7,8,4,4,1,0,6,7,3,0,1.55,3.6,5.6,3
-6,-10,0,0,-1,-3,0,2,1,-2,2.45,3.35,2.55,3
-7,-13,-1,-3,-2,-1,-7,-8,-4,-3,2.9,3.3,2.2,2
