#Home Points, Away Points, Home Goals Shooten, Home Goals Got, Away Goals Shooten, Away Goals Got, Result(0 ^= draw, 1 ^= homeWin, 2 ^= awayWin), QuoteHome Bwin, QuoteDraw Bwin, QuoteAway Bwin 
9,4,-3,-3,-6,-3,1.8,3.5,3.8,2
33,46,5,3,5,4,1.25,5.2,9.0,1
19,30,6,4,5,6,1.45,4.2,5.8,1
3,0,10,4,10,4,1.55,3.7,5.3,1
21,33,1,3,7,8,1.55,3.7,5.3,1
-6,13,9,9,13,13,2.3,3.1,2.9,1
-7,-10,1,4,0,4,1.9,3.25,3.7,1
14,21,6,0,10,1,1.45,4.2,5.8,0
-4,-13,3,3,4,3,2.25,3.2,2.9,1
4,10,4,5,2,5,2.1,3.1,3.3,0
-5,-10,0,-4,-6,-11,1.75,3.45,4.25,2
-28,-40,-9,-4,-10,-6,4.8,3.7,1.6,0
-27,-58,0,0,-6,-4,3.45,3.35,1.95,1
-26,-35,-12,-9,-18,-14,4.2,3.4,1.75,2
-24,-33,-1,4,0,5,2.9,3.3,2.2,1
7,-6,-3,-6,-5,-7,1.85,3.45,3.7,0
11,31,-1,-1,3,2,1.35,4.5,7.2,1
3,1,-1,-1,-1,-2,2.2,3.1,3.1,1
-9,-10,0,-2,-3,-3,2.5,3.3,2.5,1
-18,-17,0,-1,0,-2,4.15,3.45,1.75,2
-21,-32,-5,-2,-3,2,2.7,3.25,2.35,2
9,27,5,2,7,5,1.45,4.1,5.9,1
21,44,4,4,12,9,1.45,4.25,5.75,1
-31,-40,-8,-3,-8,-4,3.75,3.4,1.85,2
6,18,4,4,9,7,2.0,3.35,3.3,1
14,19,4,1,5,1,1.3,4.7,8.3,1
-7,-28,5,4,3,2,2.4,3.35,2.6,1
16,19,1,-1,1,0,1.6,3.7,4.8,0
33,41,8,6,14,12,1.3,4.7,8.3,1
-29,-42,2,0,0,0,4.5,3.65,1.65,1
-10,-10,-1,5,-4,3,2.8,3.2,2.3,1
-10,-22,2,3,-1,3,1.95,3.3,3.5,0
-5,0,7,3,12,7,2.15,3.25,3.05,1
-21,-40,-3,1,-3,1,3.2,3.3,2.05,0
11,9,-7,-3,-7,-1,1.75,3.5,4.1,2
35,68,5,5,11,9,1.15,6.7,12.0,1
-9,-20,-6,-1,-8,-4,2.85,3.3,2.25,0
-5,-8,-4,-3,-4,-2,2.25,3.4,2.75,2
22,35,9,8,11,7,1.25,5.2,9.2,1
-42,-53,-6,-6,-6,-7,7.8,4.9,1.3,2
19,28,-2,-5,4,-4,1.5,3.9,5.6,2
13,30,1,1,5,2,1.25,5.2,9.2,0
-14,-38,-6,-3,-12,-4,4.0,3.6,1.75,2
18,29,5,5,10,11,1.3,4.9,7.8,1
-2,-1,-8,-3,-10,-3,1.95,3.1,3.75,2
-16,-24,-11,-6,-18,-10,2.3,3.55,2.6,2
6,8,9,5,10,4,1.25,5.2,9.0,1
-2,-1,-2,1,-1,5,2.25,3.4,2.75,0
1,2,4,-1,4,-1,2.2,3.3,2.9,1
7,13,7,1,13,3,1.3,4.8,8.0,0
-3,-6,-6,-5,-8,-6,3.0,3.4,2.1,2
5,9,8,3,11,5,1.55,3.8,5.2,1
4,3,4,3,3,0,1.65,3.4,5.0,0
-2,-2,-5,-3,-6,-4,3.0,3.3,2.15,2
1,0,1,-1,0,0,1.75,3.4,4.2,0
0,2,2,4,3,4,1.5,3.9,5.6,1
-11,-17,-11,-8,-13,-6,5.8,4.0,1.45,2
0,3,-3,-1,-1,0,2.2,3.3,2.9,2
-8,-13,-2,0,-5,-3,3.4,3.4,1.95,1
6,7,9,7,9,8,1.45,4.1,6.0,1
7,6,4,-2,2,-5,1.5,4.1,5.3,2
-2,0,1,4,0,4,1.65,3.6,4.6,1
-7,-7,-4,-1,-3,-1,3.8,3.4,1.85,0
-5,-7,-6,-3,-6,-3,2.3,3.25,2.8,2
-3,-3,-5,-5,-5,-6,2.3,3.25,2.8,2
-1,-1,2,1,0,-1,2.0,3.35,3.3,1
-4,-4,-1,1,1,3,3.7,3.3,1.9,1
-5,-7,-4,0,-5,0,3.25,3.3,2.05,0
4,3,3,5,5,7,1.5,3.9,5.6,1
3,7,3,0,4,-1,1.75,3.4,4.2,1
5,7,6,6,4,5,1.6,3.65,4.95,1
-2,-3,-7,-4,-5,-3,2.8,3.25,2.3,2
-1,3,4,5,7,4,1.65,3.6,4.6,1
6,9,5,0,5,0,1.3,4.8,8.0,1
-9,-12,-8,-7,-8,-6,3.45,3.35,1.95,2
1,2,0,-3,0,-4,1.75,3.4,4.2,0
-2,-6,-2,0,-2,0,2.3,3.25,2.8,2
5,8,5,3,6,4,1.4,4.1,6.9,0
7,6,8,5,6,3,1.7,3.5,4.4,1
-6,-5,2,4,2,3,2.0,3.35,3.3,1
0,1,0,1,1,2,2.1,3.25,3.15,0
-10,-15,-12,-9,-18,-12,3.0,3.3,2.15,2
-8,-10,-2,1,1,4,3.15,3.35,2.05,1
2,4,0,1,-1,1,1.9,3.35,3.6,2
2,1,-1,-4,-3,-6,1.9,3.35,3.6,2
8,14,0,0,3,4,1.55,3.8,5.2,2
-3,-9,-4,-2,-7,-4,2.35,3.35,2.65,0
-7,-8,0,3,2,4,2.8,3.35,2.25,1
-5,-7,-1,3,1,3,2.4,3.35,2.6,0
